id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,duel_type_id,duel_type_name,pass_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,foul_committed_offensive,foul_won_defensive,pass_no_touch,interception_outcome_id,interception_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,out,off_camera,pass_switch,pass_cross,clearance_aerial_won,clearance_head,block_offensive,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_inswinging,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,clearance_left_foot,dribble_overrun,foul_committed_type_id,foul_committed_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,shot_first_time,pass_outswinging,miscontrol_aerial_won,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,goalkeeper_success_in_play,ball_recovery_recovery_failure,pass_deflected,block_deflection,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_one_on_one,shot_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,50_50_outcome_id,50_50_outcome_name,injury_stoppage_in_chain,shot_deflected,pass_miscommunication,timestamp_seconds
6d8f73fc-ac89-42b3-8756-714370c67da1,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,222,Villarreal,1,Regular Play,222,Villarreal,442.0,"[{'player': {'id': 6755, 'name': 'Sergio Asenjo Andrés'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5588, 'name': 'Antonio Rukavina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
6b9b6762-227d-469d-9016-038d96ed79b8,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,222,Villarreal,1,Regular Play,210,Real Sociedad,433.0,"[{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
58ed27a0-e888-415a-bcee-1e9103d00fd7,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,222,Villarreal,1,Regular Play,222,Villarreal,,,['f681781b-7497-4357-8a87-a70af6bd56a4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
f681781b-7497-4357-8a87-a70af6bd56a4,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,222,Villarreal,1,Regular Play,210,Real Sociedad,,,['58ed27a0-e888-415a-bcee-1e9103d00fd7'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
11e40e72-3ce2-4fad-8c9f-4f1a872e06b8,5,1,00:00:00.230,0,0,2,0.479425,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['3e7bfdfb-8a6a-4133-a987-011659da437e'],"[61.0, 40.1]",6862.0,Cédric Bakambu,24.0,Left Center Forward,26009.0,Roberto Soldado Rillo,1.7204651,2.1910458,1.0,Ground Pass,"[60.0, 41.5]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
3e7bfdfb-8a6a-4133-a987-011659da437e,6,1,00:00:00.709,0,0,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['11e40e72-3ce2-4fad-8c9f-4f1a872e06b8'],"[60.0, 41.5]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709
118fdfb8-4e71-40da-bbe4-8a6ca0816921,7,1,00:00:00.709,0,0,2,0.17666,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['3e7bfdfb-8a6a-4133-a987-011659da437e', '64160e81-37ed-4806-a247-1207cbf8281c']","[60.0, 41.5]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,,,,,,,,,,,,"[60.0, 41.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709
64160e81-37ed-4806-a247-1207cbf8281c,8,1,00:00:00.886,0,0,2,1.061476,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['f8fa6243-8b1c-4072-b368-570caa7a44a1'],"[60.0, 41.5]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,22819.0,Bruno Soriano Llido,6.0671244,-2.9927027,1.0,Ground Pass,"[54.0, 40.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.886
f8fa6243-8b1c-4072-b368-570caa7a44a1,9,1,00:00:01.947,0,1,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['64160e81-37ed-4806-a247-1207cbf8281c'],"[54.0, 40.6]",22819.0,Bruno Soriano Llido,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.947
cd5b6e43-a33e-4f43-9175-59361bb5e3eb,10,1,00:00:01.947,0,1,2,1.769836,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['17c57706-5c4e-4b33-95d8-fc46f17aeb76', '27317428-bbcb-47cd-a93b-2c192655a538', 'f8fa6243-8b1c-4072-b368-570caa7a44a1']","[54.0, 40.6]",22819.0,Bruno Soriano Llido,9.0,Right Defensive Midfield,,,,,,,,,,,,"[56.3, 44.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.947
27317428-bbcb-47cd-a93b-2c192655a538,11,1,00:00:02.983,0,2,2,0.886424,17,Pressure,222,Villarreal,9,From Kick Off,210,Real Sociedad,,,"['17c57706-5c4e-4b33-95d8-fc46f17aeb76', 'cd5b6e43-a33e-4f43-9175-59361bb5e3eb']","[62.5, 36.6]",6633.0,Markel Bergara Larrañaga,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.983
17c57706-5c4e-4b33-95d8-fc46f17aeb76,12,1,00:00:03.717,0,3,2,1.836841,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['27317428-bbcb-47cd-a93b-2c192655a538', '6ddaee49-2853-47fb-97a6-376c591ac73c']","[56.3, 44.5]",22819.0,Bruno Soriano Llido,9.0,Right Defensive Midfield,6772.0,Mario Gaspar Pérez Martínez,30.78831,1.9500965,1.0,Ground Pass,"[44.9, 73.1]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.717
6ddaee49-2853-47fb-97a6-376c591ac73c,13,1,00:00:05.554,0,5,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['17c57706-5c4e-4b33-95d8-fc46f17aeb76'],"[44.9, 73.1]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.554
fa1b5c11-eaee-4839-8f13-797269e8f232,14,1,00:00:05.554,0,5,2,1.609987,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['6ddaee49-2853-47fb-97a6-376c591ac73c', 'd1bd15f0-32d8-4b63-9e89-27597d05062e']","[44.9, 73.1]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,"[46.1, 68.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.554
d1bd15f0-32d8-4b63-9e89-27597d05062e,15,1,00:00:07.164,0,7,2,5.98922,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['fea6e2c6-61a7-4a7e-a574-8af371261fc0'],"[46.1, 68.9]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,26009.0,Roberto Soldado Rillo,51.119663,0.21888113,3.0,High Pass,"[96.0, 80.0]",38.0,Left Foot,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.164
4775e0ce-e293-4c20-93fe-2b61b228d1f8,16,1,00:00:11.795,0,11,2,0.0,28,Shield,222,Villarreal,9,From Kick Off,210,Real Sociedad,,,,"[22.8, 2.5]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.795
fea6e2c6-61a7-4a7e-a574-8af371261fc0,17,1,00:00:13.153,0,13,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['d1bd15f0-32d8-4b63-9e89-27597d05062e'],"[96.0, 77.4]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.153
8b190e13-cea0-465b-9c96-279ff2858750,18,1,00:00:21.119,0,21,3,1.369659,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['3e99ae3b-2512-4a6c-a73d-c54da4960c47'],"[25.4, 0.1]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,6665.0,Íñigo Martínez Berridi,12.461942,2.515746,2.0,Low Pass,"[15.3, 7.4]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.119
3e99ae3b-2512-4a6c-a73d-c54da4960c47,19,1,00:00:22.488,0,22,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['8b190e13-cea0-465b-9c96-279ff2858750'],"[15.3, 7.4]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.488
775a66a9-dc8c-4641-b088-1a027b70cb5d,20,1,00:00:22.488,0,22,3,1.361378,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['cc716701-3502-4916-939e-4f4dda3b30f0'],"[15.3, 7.4]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,6633.0,Markel Bergara Larrañaga,27.060118,0.2808377,3.0,High Pass,"[41.3, 14.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.488
cc716701-3502-4916-939e-4f4dda3b30f0,21,1,00:00:23.850,0,23,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['775a66a9-dc8c-4641-b088-1a027b70cb5d'],"[41.3, 14.9]",6633.0,Markel Bergara Larrañaga,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.85
8989c90b-60ee-46a7-bf5d-ddd4a6ec3877,22,1,00:00:23.850,0,23,3,1.086583,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['0c0bf20e-d7e8-4852-9aa2-d19d092ec8b4'],"[41.3, 14.9]",6633.0,Markel Bergara Larrañaga,13.0,Right Center Midfield,,,11.997083,-0.3665754,3.0,High Pass,"[52.5, 10.6]",37.0,Head,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.85
0c0bf20e-d7e8-4852-9aa2-d19d092ec8b4,23,1,00:00:24.936,0,24,3,2.75301,30,Pass,210,Real Sociedad,4,From Throw In,222,Villarreal,,,"['8989c90b-60ee-46a7-bf5d-ddd4a6ec3877', 'd7d4c187-ceda-4115-9aad-8f4c4384964e']","[67.6, 69.5]",6622.0,Tomás Pina Isla,11.0,Left Defensive Midfield,,,1.6401219,-2.226492,3.0,High Pass,"[66.6, 68.2]",38.0,Left Foot,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.936
d7d4c187-ceda-4115-9aad-8f4c4384964e,24,1,00:00:27.689,0,27,3,1.935247,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,"['0464caa2-9fad-4607-9c3e-523485ee9856', '0c0bf20e-d7e8-4852-9aa2-d19d092ec8b4', 'f528cb93-26c1-49f0-806c-62bbc1a4f0fd']","[53.5, 11.9]",6633.0,Markel Bergara Larrañaga,13.0,Right Center Midfield,5560.0,Carlos Alberto Vela Garrido,7.6380625,2.3376782,3.0,High Pass,"[48.2, 17.4]",37.0,Head,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.689
0464caa2-9fad-4607-9c3e-523485ee9856,25,1,00:00:29.624,0,29,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['d7d4c187-ceda-4115-9aad-8f4c4384964e'],"[43.7, 21.4]",5560.0,Carlos Alberto Vela Garrido,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.624
f528cb93-26c1-49f0-806c-62bbc1a4f0fd,26,1,00:00:29.624,0,29,3,2.447943,30,Pass,210,Real Sociedad,4,From Throw In,222,Villarreal,,,"['8c945911-d1ce-402b-ab91-6673f4da805a', 'd7d4c187-ceda-4115-9aad-8f4c4384964e']","[71.9, 62.7]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,26009.0,Roberto Soldado Rillo,9.284934,0.38650632,3.0,High Pass,"[80.5, 66.2]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.624
8c945911-d1ce-402b-ab91-6673f4da805a,27,1,00:00:32.072,0,32,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,222,Villarreal,,,['f528cb93-26c1-49f0-806c-62bbc1a4f0fd'],"[80.5, 66.2]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.072
521b9d3b-c1dc-4e2e-9411-e6312ac63919,28,1,00:00:32.112,0,32,3,0.0,4,Duel,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['c31173ce-1e81-4c1f-bc96-4c643d0be59b'],"[39.6, 13.9]",16539.0,Diego Antonio Reyes Rosales,10.0,Center Defensive Midfield,,,,,,,,,,,,,True,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.112
c31173ce-1e81-4c1f-bc96-4c643d0be59b,29,1,00:00:32.112,0,32,3,1.589047,30,Pass,210,Real Sociedad,4,From Throw In,222,Villarreal,,,"['2e93df1f-6444-4942-94a5-879be4611833', '521b9d3b-c1dc-4e2e-9411-e6312ac63919', 'be339f45-fb09-450c-aa06-21fa269af7c4']","[80.5, 66.2]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,6862.0,Cédric Bakambu,15.81455,-0.34174788,3.0,High Pass,"[95.4, 60.9]",,,,,,True,9.0,Incomplete,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.112
be339f45-fb09-450c-aa06-21fa269af7c4,30,1,00:00:33.701,0,33,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,222,Villarreal,,,['c31173ce-1e81-4c1f-bc96-4c643d0be59b'],"[94.4, 59.5]",6862.0,Cédric Bakambu,24.0,Left Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.701
2e93df1f-6444-4942-94a5-879be4611833,31,1,00:00:33.701,0,33,3,0.0,9,Clearance,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['c31173ce-1e81-4c1f-bc96-4c643d0be59b'],"[24.7, 19.2]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,True,,,,,,,,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.701
fb45e38c-56e9-4343-bec0-349947414803,32,1,00:00:36.144,0,36,3,0.0,4,Duel,210,Real Sociedad,4,From Throw In,222,Villarreal,,,['e88e6cb0-0122-4481-bf97-d33b95473f8b'],"[92.2, 61.4]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,,,,,,,,,,,,,True,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.144
e88e6cb0-0122-4481-bf97-d33b95473f8b,33,1,00:00:36.144,0,36,3,0.668432,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,"['c4e4295f-922a-43f7-b9c9-4b2832f5c66e', 'fb45e38c-56e9-4343-bec0-349947414803']","[27.9, 18.7]",6679.0,Aritz Elustondo Irribaria,3.0,Right Center Back,6671.0,Asier Illarramendi Andonegi,9.918165,-0.06053202,2.0,Low Pass,"[37.8, 18.1]",,,66.0,Recovery,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.144
c4e4295f-922a-43f7-b9c9-4b2832f5c66e,34,1,00:00:36.812,0,36,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['e88e6cb0-0122-4481-bf97-d33b95473f8b'],"[37.8, 18.1]",6671.0,Asier Illarramendi Andonegi,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.812
7550cb08-03c8-411f-b2fd-416119c912fa,35,1,00:00:36.812,0,36,3,0.16,43,Carry,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,"['c072c758-5468-4101-9f7e-6f90fb184fd5', 'c4e4295f-922a-43f7-b9c9-4b2832f5c66e']","[37.8, 18.1]",6671.0,Asier Illarramendi Andonegi,15.0,Left Center Midfield,,,,,,,,,,,,"[37.7, 17.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.812
c072c758-5468-4101-9f7e-6f90fb184fd5,36,1,00:00:36.972,0,36,3,0.0,38,Miscontrol,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,,"[37.7, 17.8]",6671.0,Asier Illarramendi Andonegi,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.972
5522e366-7476-4b85-8a97-e7e769a0f932,37,1,00:00:38.045,0,38,3,1.007914,30,Pass,210,Real Sociedad,4,From Throw In,222,Villarreal,,,['3e28f694-747c-4b1a-bdb6-c048a6c20fd5'],"[84.0, 72.2]",6622.0,Tomás Pina Isla,11.0,Left Defensive Midfield,,,8.987213,-0.8247479,3.0,High Pass,"[90.1, 65.6]",37.0,Head,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.045
3e28f694-747c-4b1a-bdb6-c048a6c20fd5,38,1,00:00:39.053,0,39,3,1.488981,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,"['5522e366-7476-4b85-8a97-e7e769a0f932', 'e8f047cd-ab02-443b-8087-961d9c70aa5b']","[30.0, 14.5]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,6669.0,David Zurutuza Veillet,11.121151,-0.9129077,1.0,Ground Pass,"[36.8, 5.7]",38.0,Left Foot,64.0,Interception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.053
e8f047cd-ab02-443b-8087-961d9c70aa5b,39,1,00:00:40.542,0,40,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['3e28f694-747c-4b1a-bdb6-c048a6c20fd5'],"[36.8, 5.7]",6669.0,David Zurutuza Veillet,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.542
0ce30725-7416-46f0-8a23-0176b70608a1,40,1,00:00:40.542,0,40,3,1.400184,43,Carry,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,"['9213ebb4-75cd-46fe-bb39-86724f101339', 'a9d55fdc-bcb8-4e02-b853-4788990b2c9f', 'e8f047cd-ab02-443b-8087-961d9c70aa5b']","[36.8, 5.7]",6669.0,David Zurutuza Veillet,21.0,Left Wing,,,,,,,,,,,,"[38.3, 4.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.542
